,G,p1,p2,post,pre,x
767,False,0.17,0.4,0,0,-1
768,False,0.17,0.4,0,0,-1
769,False,0.17,0.4,1,1,1
770,False,0.17,0.4,0,0,-1
771,True,0.17,0.4,0,0,0
772,False,0.17,0.4,1,1,1
773,False,0.17,0.4,0,0,-1
774,False,0.17,0.4,0,0,-1
775,False,0.17,0.4,1,1,1
776,True,0.17,0.4,0,0,0
777,True,0.17,0.4,0,0,0
778,False,0.17,0.4,1,1,1
779,False,0.17,0.4,1,1,1
780,False,0.17,0.4,1,1,1
781,True,0.17,0.4,0,0,0
782,False,0.17,0.4,1,1,1
783,False,0.17,0.4,1,1,1
784,False,0.17,0.4,1,1,1
785,False,0.17,0.4,1,1,1
786,False,0.17,0.4,0,0,-1
787,False,0.17,0.4,0,0,-1
788,False,0.17,0.4,1,1,1
789,False,0.17,0.4,1,1,1
790,False,0.17,0.4,1,1,1
791,True,0.17,0.4,0,0,0
792,False,0.17,0.4,1,1,1
793,True,0.17,0.4,0,0,0
794,False,0.17,0.4,1,1,1
795,False,0.17,0.4,1,1,1
796,False,0.17,0.4,1,1,1
797,False,0.17,0.4,0,0,-1
798,False,0.17,0.4,0,0,-1
799,False,0.17,0.4,1,1,1
800,False,0.17,0.4,1,1,1
801,False,0.17,0.4,1,1,1
802,False,0.17,0.4,1,1,1
803,True,0.17,0.4,0,0,0
804,False,0.17,0.4,1,1,1
805,False,0.17,0.4,1,1,1
806,False,0.17,0.4,0,0,-1
807,False,0.17,0.4,1,1,1
808,False,0.17,0.4,1,1,1
809,False,0.17,0.4,1,1,1
810,False,0.17,0.4,1,1,1
811,False,0.17,0.4,1,1,1
812,False,0.17,0.4,0,0,-1
813,False,0.17,0.4,1,1,1
814,False,0.17,0.4,1,1,1
815,False,0.17,0.4,0,0,-1
816,False,0.17,0.4,0,0,-1
817,False,0.17,0.4,0,0,-1
818,False,0.17,0.4,0,0,-1
819,False,0.17,0.4,1,1,1
820,False,0.17,0.4,1,1,1
821,True,0.17,0.4,0,0,0
822,False,0.17,0.4,1,1,1
823,False,0.17,0.4,0,0,-1
824,False,0.17,0.4,1,1,1
825,False,0.17,0.4,1,1,1
826,False,0.17,0.4,1,1,1
827,False,0.17,0.4,1,1,1
828,True,0.17,0.4,0,0,0
829,True,0.17,0.4,0,0,0
830,False,0.17,0.4,1,1,1
831,False,0.17,0.4,1,1,1
832,False,0.17,0.4,0,0,-1
833,False,0.17,0.4,0,0,-1
834,False,0.17,0.4,0,0,-1
835,True,0.17,0.4,0,0,0
836,True,0.17,0.4,0,0,0
837,False,0.17,0.4,0,0,-1
838,False,0.17,0.4,1,1,1
839,False,0.17,0.4,1,1,1
840,False,0.17,0.4,1,1,1
841,False,0.17,0.4,1,1,1
842,False,0.17,0.4,1,1,1
843,False,0.17,0.4,0,0,-1
844,False,0.17,0.4,1,1,1
845,False,0.17,0.4,1,1,1
846,False,0.17,0.4,1,1,1
847,False,0.17,0.4,0,0,-1
848,True,0.17,0.4,0,0,0
849,False,0.17,0.4,0,0,-1
850,True,0.17,0.4,0,0,0
851,False,0.17,0.4,0,0,-1
852,False,0.17,0.4,1,1,1
853,False,0.17,0.4,1,1,1
854,False,0.17,0.4,0,0,-1
855,False,0.17,0.4,1,1,1
856,True,0.17,0.4,0,0,0
857,False,0.17,0.4,1,1,1
858,False,0.17,0.4,1,1,1
859,False,0.17,0.4,1,1,1
860,True,0.17,0.4,0,0,0
861,False,0.17,0.4,0,0,-1
862,False,0.17,0.4,1,1,1
863,False,0.17,0.4,0,0,-1
864,False,0.17,0.4,0,0,-1
865,True,0.17,0.4,0,0,0
866,False,0.17,0.4,1,1,1
867,True,0.17,0.4,0,0,0
868,False,0.17,0.4,0,0,-1
869,True,0.17,0.4,0,0,0
870,False,0.17,0.4,1,1,1
871,False,0.17,0.4,1,1,1
872,False,0.17,0.4,1,1,1
873,False,0.17,0.4,1,1,1
874,False,0.17,0.4,0,0,-1
875,True,0.17,0.4,0,0,0
876,False,0.17,0.4,1,1,1
877,True,0.17,0.4,0,0,0
878,False,0.17,0.4,0,0,-1
879,False,0.17,0.4,1,1,1
880,True,0.17,0.4,0,0,0
881,False,0.17,0.4,1,1,1
882,False,0.17,0.4,0,0,-1
883,False,0.17,0.4,0,0,-1
884,False,0.17,0.4,0,0,-1
885,False,0.17,0.4,1,1,1
886,False,0.17,0.4,0,0,-1
887,False,0.17,0.4,1,1,1
888,False,0.17,0.4,1,1,1
889,False,0.17,0.4,0,0,-1
890,False,0.17,0.4,1,1,1
891,False,0.17,0.4,0,0,-1
892,True,0.17,0.4,0,0,0
893,False,0.17,0.4,1,1,1
894,False,0.17,0.4,1,1,1
895,False,0.17,0.4,1,1,1
896,False,0.17,0.4,1,1,1
897,True,0.17,0.4,0,0,0
898,False,0.17,0.4,1,1,1
899,False,0.17,0.4,0,0,-1
900,True,0.17,0.4,0,0,0
901,False,0.17,0.4,0,0,-1
902,False,0.17,0.4,0,0,-1
903,False,0.17,0.4,0,0,-1
904,False,0.17,0.4,0,0,-1
905,False,0.17,0.4,1,1,1
906,False,0.17,0.4,1,1,1
907,True,0.17,0.4,0,0,0
908,False,0.17,0.4,0,0,-1
909,False,0.17,0.4,0,0,-1
910,False,0.17,0.4,1,1,1
911,False,0.17,0.4,0,0,-1
912,False,0.17,0.4,1,1,1
913,False,0.17,0.4,0,0,-1
914,False,0.17,0.4,1,1,1
915,False,0.17,0.4,1,1,1
916,False,0.17,0.4,0,0,-1
917,False,0.17,0.4,1,1,1
918,False,0.17,0.4,1,1,1
919,False,0.17,0.4,1,1,1
920,False,0.17,0.4,1,1,1
921,False,0.17,0.4,0,0,-1
922,False,0.17,0.4,1,1,1
923,False,0.17,0.4,1,1,1
924,False,0.17,0.4,1,1,1
925,True,0.17,0.4,0,0,0
926,False,0.17,0.4,1,1,1
927,False,0.17,0.4,0,0,-1
928,False,0.17,0.4,1,1,1
929,True,0.17,0.4,0,0,0
930,False,0.17,0.4,1,1,1
931,False,0.17,0.4,0,0,-1
932,False,0.17,0.4,1,1,1
933,False,0.17,0.4,1,1,1
934,False,0.17,0.4,0,0,-1
935,False,0.17,0.4,1,1,1
936,True,0.17,0.4,0,0,0
937,True,0.17,0.4,0,0,0
938,True,0.17,0.4,0,0,0
939,False,0.17,0.4,1,1,1
940,False,0.17,0.4,1,1,1
941,False,0.17,0.4,0,0,-1
942,False,0.17,0.4,0,0,-1
943,False,0.17,0.4,1,1,1
944,False,0.17,0.4,1,1,1
945,False,0.17,0.4,0,0,-1
946,False,0.17,0.4,0,0,-1
947,False,0.17,0.4,0,0,-1
948,False,0.17,0.4,1,1,1
949,False,0.17,0.4,1,1,1
950,False,0.17,0.4,1,1,1
951,False,0.17,0.4,1,1,1
952,False,0.17,0.4,0,0,-1
953,False,0.17,0.4,1,1,1
954,False,0.17,0.4,1,1,1
955,False,0.17,0.4,0,0,-1
956,False,0.17,0.4,0,0,-1
957,False,0.17,0.4,1,1,1
958,False,0.17,0.4,0,0,-1
959,False,0.17,0.4,0,0,-1
960,False,0.17,0.4,1,1,1
961,False,0.17,0.4,1,1,1
962,False,0.17,0.4,1,1,1
963,False,0.17,0.4,0,0,-1
964,False,0.17,0.4,1,1,1
965,False,0.17,0.4,0,0,-1
966,False,0.17,0.4,0,0,-1
967,False,0.17,0.4,0,0,-1
968,True,0.17,0.4,0,0,0
969,False,0.17,0.4,1,1,1
970,False,0.17,0.4,0,0,-1
971,False,0.17,0.4,1,1,1
972,False,0.17,0.4,1,1,1
973,False,0.17,0.4,1,1,1
974,False,0.17,0.4,0,0,-1
975,False,0.17,0.4,0,0,-1
976,False,0.17,0.4,0,0,-1
977,False,0.17,0.4,1,1,1
978,False,0.17,0.4,1,1,1
979,False,0.17,0.4,0,0,-1
980,False,0.17,0.4,0,0,-1
981,False,0.17,0.4,1,1,1
982,False,0.17,0.4,1,1,1
983,False,0.17,0.4,1,1,1
984,False,0.17,0.4,1,1,1
985,False,0.17,0.4,1,1,1
986,False,0.17,0.4,0,0,-1
987,False,0.17,0.4,1,1,1
988,False,0.17,0.4,0,0,-1
989,False,0.17,0.4,1,1,1
990,False,0.17,0.4,0,0,-1
991,False,0.17,0.4,0,0,-1
992,False,0.17,0.4,0,0,-1
993,False,0.17,0.4,1,1,1
994,True,0.17,0.4,0,0,0
995,False,0.17,0.4,0,0,-1
996,False,0.17,0.4,0,0,-1
997,True,0.17,0.4,0,0,0
998,False,0.17,0.4,1,1,1
999,True,0.17,0.4,0,0,0
1000,True,0.89,0.25,0,0,0
1001,False,0.89,0.25,0,0,-1
1002,True,0.89,0.25,0,0,0
1003,True,0.89,0.25,0,0,0
1004,True,0.89,0.25,0,0,0
1005,True,0.89,0.25,0,0,0
1006,True,0.89,0.25,0,0,0
1007,True,0.89,0.25,0,0,0
1008,True,0.89,0.25,0,0,0
1009,True,0.89,0.25,0,0,0
1010,True,0.89,0.25,0,0,0
1011,True,0.89,0.25,0,0,0
1012,True,0.89,0.25,0,0,0
1013,True,0.89,0.25,0,0,0
1014,True,0.89,0.25,0,0,0
1015,True,0.89,0.25,0,0,0
1016,True,0.89,0.25,0,0,0
1017,True,0.89,0.25,0,0,0
1018,False,0.89,0.25,0,0,-1
1019,True,0.89,0.25,0,0,0
1020,False,0.89,0.25,1,1,1
1021,True,0.89,0.25,0,0,0
1022,True,0.89,0.25,0,0,0
1023,True,0.89,0.25,0,0,0
1024,True,0.89,0.25,0,0,0
1025,True,0.89,0.25,0,0,0
1026,True,0.89,0.25,0,0,0
1027,False,0.89,0.25,1,1,1
1028,False,0.89,0.25,1,1,1
1029,True,0.89,0.25,0,0,0
1030,True,0.89,0.25,0,0,0
1031,True,0.89,0.25,0,0,0
1032,True,0.89,0.25,0,0,0
1033,True,0.89,0.25,0,0,0
1034,True,0.89,0.25,0,0,0
1035,True,0.89,0.25,0,0,0
1036,True,0.89,0.25,0,0,0
1037,True,0.89,0.25,0,0,0
1038,True,0.89,0.25,0,0,0
1039,True,0.89,0.25,0,0,0
1040,True,0.89,0.25,0,0,0
1041,True,0.89,0.25,0,0,0
1042,True,0.89,0.25,0,0,0
1043,True,0.89,0.25,0,0,0
1044,True,0.89,0.25,0,0,0
1045,True,0.89,0.25,0,0,0
1046,True,0.89,0.25,0,0,0
1047,True,0.89,0.25,0,0,0
1048,True,0.89,0.25,0,0,0
1049,True,0.89,0.25,0,0,0
1050,True,0.89,0.25,0,0,0
1051,True,0.89,0.25,0,0,0
1052,True,0.89,0.25,0,0,0
1053,True,0.89,0.25,0,0,0
1054,True,0.89,0.25,0,0,0
1055,True,0.89,0.25,0,0,0
1056,True,0.89,0.25,0,0,0
1057,True,0.89,0.25,0,0,0
1058,True,0.89,0.25,0,0,0
1059,True,0.89,0.25,0,0,0
1060,True,0.89,0.25,0,0,0
1061,False,0.89,0.25,1,1,1
1062,True,0.89,0.25,0,0,0
1063,True,0.89,0.25,0,0,0
1064,True,0.89,0.25,0,0,0
1065,True,0.89,0.25,0,0,0
1066,True,0.89,0.25,0,0,0
1067,True,0.89,0.25,0,0,0
1068,True,0.89,0.25,0,0,0
1069,True,0.89,0.25,0,0,0
1070,True,0.89,0.25,0,0,0
1071,False,0.89,0.25,1,1,1
1072,True,0.89,0.25,0,0,0
1073,True,0.89,0.25,0,0,0
1074,False,0.89,0.25,0,0,-1
1075,True,0.89,0.25,0,0,0
1076,True,0.89,0.25,0,0,0
1077,True,0.89,0.25,0,0,0
1078,True,0.89,0.25,0,0,0
1079,True,0.89,0.25,0,0,0
1080,True,0.89,0.25,0,0,0
1081,True,0.89,0.25,0,0,0
1082,True,0.89,0.25,0,0,0
1083,True,0.89,0.25,0,0,0
1084,False,0.89,0.25,1,1,1
1085,True,0.89,0.25,0,0,0
1086,True,0.89,0.25,0,0,0
1087,True,0.89,0.25,0,0,0
1088,True,0.89,0.25,0,0,0
1089,True,0.89,0.25,0,0,0
1090,True,0.89,0.25,0,0,0
1091,True,0.89,0.25,0,0,0
1092,True,0.89,0.25,0,0,0
1093,True,0.89,0.25,0,0,0
1094,True,0.89,0.25,0,0,0
1095,True,0.89,0.25,0,0,0
1096,True,0.89,0.25,0,0,0
1097,True,0.89,0.25,0,0,0
1098,True,0.89,0.25,0,0,0
1099,True,0.89,0.25,0,0,0
1100,True,0.89,0.25,0,0,0
1101,True,0.89,0.25,0,0,0
1102,True,0.89,0.25,0,0,0
1103,True,0.89,0.25,0,0,0
1104,True,0.89,0.25,0,0,0
1105,True,0.89,0.25,0,0,0
1106,True,0.89,0.25,0,0,0
1107,True,0.89,0.25,0,0,0
1108,True,0.89,0.25,0,0,0
1109,True,0.89,0.25,0,0,0
1110,True,0.89,0.25,0,0,0
1111,True,0.89,0.25,0,0,0
1112,True,0.89,0.25,0,0,0
1113,True,0.89,0.25,0,0,0
1114,True,0.89,0.25,0,0,0
1115,True,0.89,0.25,0,0,0
1116,True,0.89,0.25,0,0,0
1117,True,0.89,0.25,0,0,0
1118,True,0.89,0.25,0,0,0
1119,True,0.89,0.25,0,0,0
1120,True,0.89,0.25,0,0,0
1121,True,0.89,0.25,0,0,0
1122,True,0.89,0.25,0,0,0
1123,True,0.89,0.25,0,0,0
1124,True,0.89,0.25,0,0,0
1125,False,0.89,0.25,1,1,1
1126,True,0.89,0.25,0,0,0
1127,True,0.89,0.25,0,0,0
1128,True,0.89,0.25,0,0,0
1129,True,0.89,0.25,0,0,0
1130,True,0.89,0.25,0,0,0
1131,True,0.89,0.25,0,0,0
1132,True,0.89,0.25,0,0,0
1133,True,0.89,0.25,0,0,0
1134,True,0.89,0.25,0,0,0
1135,True,0.89,0.25,0,0,0
1136,True,0.89,0.25,0,0,0
1137,True,0.89,0.25,0,0,0
1138,True,0.89,0.25,0,0,0
1139,True,0.89,0.25,0,0,0
1140,True,0.89,0.25,0,0,0
1141,True,0.89,0.25,0,0,0
1142,True,0.89,0.25,0,0,0
1143,True,0.89,0.25,0,0,0
1144,True,0.89,0.25,0,0,0
1145,True,0.89,0.25,0,0,0
1146,True,0.89,0.25,0,0,0
1147,True,0.89,0.25,0,0,0
1148,True,0.89,0.25,0,0,0
1149,True,0.89,0.25,0,0,0
1150,True,0.89,0.25,0,0,0
1151,True,0.89,0.25,0,0,0
1152,False,0.89,0.25,1,1,1
1153,True,0.89,0.25,0,0,0
1154,True,0.89,0.25,0,0,0
1155,True,0.89,0.25,0,0,0
1156,True,0.89,0.25,0,0,0
1157,True,0.89,0.25,0,0,0
1158,False,0.89,0.25,1,1,1
1159,True,0.89,0.25,0,0,0
1160,True,0.89,0.25,0,0,0
1161,True,0.89,0.25,0,0,0
1162,True,0.89,0.25,0,0,0
1163,True,0.89,0.25,0,0,0
1164,True,0.89,0.25,0,0,0
1165,True,0.89,0.25,0,0,0
1166,True,0.89,0.25,0,0,0
1167,False,0.89,0.25,1,1,1
1168,True,0.89,0.25,0,0,0
1169,True,0.89,0.25,0,0,0
1170,True,0.89,0.25,0,0,0
1171,True,0.89,0.25,0,0,0
1172,True,0.89,0.25,0,0,0
1173,True,0.89,0.25,0,0,0
1174,True,0.89,0.25,0,0,0
1175,True,0.89,0.25,0,0,0
1176,True,0.89,0.25,0,0,0
1177,True,0.89,0.25,0,0,0
1178,True,0.89,0.25,0,0,0
1179,True,0.89,0.25,0,0,0
1180,True,0.89,0.25,0,0,0
1181,True,0.89,0.25,0,0,0
1182,True,0.89,0.25,0,0,0
1183,True,0.89,0.25,0,0,0
1184,True,0.89,0.25,0,0,0
1185,True,0.89,0.25,0,0,0
1186,True,0.89,0.25,0,0,0
1187,True,0.89,0.25,0,0,0
1188,True,0.89,0.25,0,0,0
1189,True,0.89,0.25,0,0,0
1190,False,0.89,0.25,1,1,1
1191,True,0.89,0.25,0,0,0
1192,True,0.89,0.25,0,0,0
1193,True,0.89,0.25,0,0,0
1194,False,0.89,0.25,1,1,1
1195,True,0.89,0.25,0,0,0
1196,True,0.89,0.25,0,0,0
1197,True,0.89,0.25,0,0,0
1198,True,0.89,0.25,0,0,0
1199,True,0.89,0.25,0,0,0
1200,True,0.89,0.25,0,0,0
1201,True,0.89,0.25,0,0,0
1202,True,0.89,0.25,0,0,0
1203,True,0.89,0.25,0,0,0
1204,True,0.89,0.25,0,0,0
1205,True,0.89,0.25,0,0,0
1206,True,0.89,0.25,0,0,0
1207,True,0.89,0.25,0,0,0
1208,True,0.89,0.25,0,0,0
1209,True,0.89,0.25,0,0,0
1210,True,0.89,0.25,0,0,0
1211,True,0.89,0.25,0,0,0
1212,True,0.89,0.25,0,0,0
1213,True,0.89,0.25,0,0,0
1214,True,0.89,0.25,0,0,0
1215,True,0.89,0.25,0,0,0
1216,True,0.89,0.25,0,0,0
1217,False,0.89,0.25,1,1,1
1218,True,0.89,0.25,0,0,0
1219,True,0.89,0.25,0,0,0
1220,True,0.89,0.25,0,0,0
1221,True,0.89,0.25,0,0,0
1222,True,0.89,0.25,0,0,0
1223,True,0.89,0.25,0,0,0
1224,True,0.89,0.25,0,0,0
1225,True,0.89,0.25,0,0,0
1226,True,0.89,0.25,0,0,0
1227,True,0.89,0.25,0,0,0
1228,True,0.89,0.25,0,0,0
1229,True,0.89,0.25,0,0,0
1230,True,0.89,0.25,0,0,0
1231,True,0.89,0.25,0,0,0
1232,False,0.89,0.25,1,1,1
1233,True,0.89,0.25,0,0,0
1234,True,0.89,0.25,0,0,0
1235,True,0.89,0.25,0,0,0
1236,True,0.89,0.25,0,0,0
1237,False,0.89,0.25,1,1,1
1238,True,0.89,0.25,0,0,0
1239,True,0.89,0.25,0,0,0
1240,True,0.89,0.25,0,0,0
1241,True,0.89,0.25,0,0,0
1242,True,0.89,0.25,0,0,0
1243,True,0.89,0.25,0,0,0
1244,True,0.89,0.25,0,0,0
1245,True,0.89,0.25,0,0,0
1246,True,0.89,0.25,0,0,0
1247,True,0.89,0.25,0,0,0
1248,True,0.89,0.25,0,0,0
1249,True,0.89,0.25,0,0,0
1250,True,0.89,0.25,0,0,0
1251,True,0.89,0.25,0,0,0
1252,True,0.89,0.25,0,0,0
1253,True,0.89,0.25,0,0,0
1254,True,0.89,0.25,0,0,0
1255,True,0.89,0.25,0,0,0
1256,True,0.89,0.25,0,0,0
1257,True,0.89,0.25,0,0,0
1258,True,0.89,0.25,0,0,0
1259,False,0.89,0.25,1,1,1
1260,True,0.89,0.25,0,0,0
1261,True,0.89,0.25,0,0,0
1262,False,0.89,0.25,1,1,1
1263,False,0.89,0.25,1,1,1
1264,True,0.89,0.25,0,0,0
1265,True,0.89,0.25,0,0,0
1266,True,0.89,0.25,0,0,0
1267,False,0.89,0.25,0,0,-1
1268,False,0.89,0.25,0,0,-1
1269,True,0.89,0.25,0,0,0
1270,True,0.89,0.25,0,0,0
1271,True,0.89,0.25,0,0,0
1272,True,0.89,0.25,0,0,0
1273,True,0.89,0.25,0,0,0
1274,True,0.89,0.25,0,0,0
1275,True,0.89,0.25,0,0,0
1276,False,0.89,0.25,0,0,-1
1277,False,0.89,0.25,1,1,1
1278,True,0.89,0.25,0,0,0
1279,True,0.89,0.25,0,0,0
1280,True,0.89,0.25,0,0,0
1281,True,0.89,0.25,0,0,0
1282,True,0.89,0.25,0,0,0
1283,True,0.89,0.25,0,0,0
1284,True,0.89,0.25,0,0,0
1285,True,0.89,0.25,0,0,0
1286,False,0.89,0.25,1,1,1
1287,True,0.89,0.25,0,0,0
1288,True,0.89,0.25,0,0,0
1289,True,0.89,0.25,0,0,0
1290,True,0.89,0.25,0,0,0
1291,False,0.89,0.25,0,0,-1
1292,True,0.89,0.25,0,0,0
1293,True,0.89,0.25,0,0,0
1294,True,0.89,0.25,0,0,0
1295,True,0.89,0.25,0,0,0
1296,False,0.89,0.25,1,1,1
1297,True,0.89,0.25,0,0,0
1298,True,0.89,0.25,0,0,0
1299,True,0.89,0.25,0,0,0
1300,True,0.89,0.25,0,0,0
1301,True,0.89,0.25,0,0,0
1302,False,0.89,0.25,1,1,1
1303,True,0.89,0.25,0,0,0
1304,True,0.89,0.25,0,0,0
1305,True,0.89,0.25,0,0,0
1306,True,0.89,0.25,0,0,0
1307,True,0.89,0.25,0,0,0
1308,True,0.89,0.25,0,0,0
1309,True,0.89,0.25,0,0,0
1310,True,0.89,0.25,0,0,0
1311,True,0.89,0.25,0,0,0
1312,True,0.89,0.25,0,0,0
1313,True,0.89,0.25,0,0,0
1314,False,0.89,0.25,1,1,1
1315,True,0.89,0.25,0,0,0
1316,True,0.89,0.25,0,0,0
1317,True,0.89,0.25,0,0,0
1318,True,0.89,0.25,0,0,0
1319,True,0.89,0.25,0,0,0
1320,True,0.89,0.25,0,0,0
1321,True,0.89,0.25,0,0,0
1322,True,0.89,0.25,0,0,0
1323,True,0.89,0.25,0,0,0
1324,True,0.89,0.25,0,0,0
1325,True,0.89,0.25,0,0,0
1326,True,0.89,0.25,0,0,0
1327,True,0.89,0.25,0,0,0
1328,True,0.89,0.25,0,0,0
1329,True,0.89,0.25,0,0,0
1330,True,0.89,0.25,0,0,0
1331,False,0.89,0.25,1,1,1
1332,True,0.89,0.25,0,0,0
1333,True,0.89,0.25,0,0,0
1334,False,0.89,0.25,0,0,-1
1335,True,0.89,0.25,0,0,0
1336,True,0.89,0.25,0,0,0
1337,True,0.89,0.25,0,0,0
1338,True,0.89,0.25,0,0,0
1339,True,0.89,0.25,0,0,0
1340,True,0.89,0.25,0,0,0
1341,True,0.89,0.25,0,0,0
1342,True,0.89,0.25,0,0,0
1343,True,0.89,0.25,0,0,0
1344,True,0.89,0.25,0,0,0
1345,True,0.89,0.25,0,0,0
1346,True,0.89,0.25,0,0,0
1347,True,0.89,0.25,0,0,0
1348,False,0.89,0.25,1,1,1
1349,True,0.89,0.25,0,0,0
1350,True,0.89,0.25,0,0,0
1351,True,0.89,0.25,0,0,0
1352,True,0.89,0.25,0,0,0
1353,True,0.89,0.25,0,0,0
1354,False,0.89,0.25,1,1,1
1355,True,0.89,0.25,0,0,0
1356,True,0.89,0.25,0,0,0
1357,True,0.89,0.25,0,0,0
1358,True,0.89,0.25,0,0,0
1359,True,0.89,0.25,0,0,0
1360,True,0.89,0.25,0,0,0
1361,True,0.89,0.25,0,0,0
1362,False,0.89,0.25,1,1,1
1363,True,0.89,0.25,0,0,0
1364,True,0.89,0.25,0,0,0
1365,False,0.89,0.25,1,1,1
1366,True,0.89,0.25,0,0,0
1367,True,0.89,0.25,0,0,0
1368,False,0.89,0.25,1,1,1
1369,True,0.89,0.25,0,0,0
1370,True,0.89,0.25,0,0,0
1371,True,0.89,0.25,0,0,0
1372,True,0.89,0.25,0,0,0
1373,True,0.89,0.25,0,0,0
1374,True,0.89,0.25,0,0,0
1375,True,0.89,0.25,0,0,0
1376,True,0.89,0.25,0,0,0
1377,True,0.89,0.25,0,0,0
1378,True,0.89,0.25,0,0,0
1379,True,0.89,0.25,0,0,0
1380,True,0.89,0.25,0,0,0
1381,True,0.89,0.25,0,0,0
1382,True,0.89,0.25,0,0,0
1383,True,0.89,0.25,0,0,0
1384,True,0.89,0.25,0,0,0
1385,False,0.89,0.25,1,1,1
1386,True,0.89,0.25,0,0,0
1387,True,0.89,0.25,0,0,0
1388,True,0.89,0.25,0,0,0
1389,True,0.89,0.25,0,0,0
1390,False,0.89,0.25,1,1,1
1391,False,0.89,0.25,1,1,1
1392,True,0.89,0.25,0,0,0
1393,True,0.89,0.25,0,0,0
1394,True,0.89,0.25,0,0,0
1395,True,0.89,0.25,0,0,0
1396,True,0.89,0.25,0,0,0
1397,True,0.89,0.25,0,0,0
1398,True,0.89,0.25,0,0,0
1399,True,0.89,0.25,0,0,0
1400,True,0.89,0.25,0,0,0
1401,True,0.89,0.25,0,0,0
1402,True,0.89,0.25,0,0,0
1403,True,0.89,0.25,0,0,0
1404,True,0.89,0.25,0,0,0
1405,True,0.89,0.25,0,0,0
1406,True,0.89,0.25,0,0,0
1407,True,0.89,0.25,0,0,0
1408,False,0.89,0.25,1,1,1
1409,True,0.89,0.25,0,0,0
1410,True,0.89,0.25,0,0,0
1411,True,0.89,0.25,0,0,0
1412,True,0.89,0.25,0,0,0
1413,True,0.89,0.25,0,0,0
1414,True,0.89,0.25,0,0,0
1415,True,0.89,0.25,0,0,0
1416,True,0.89,0.25,0,0,0
1417,True,0.89,0.25,0,0,0
1418,True,0.89,0.25,0,0,0
1419,True,0.89,0.25,0,0,0
1420,True,0.89,0.25,0,0,0
1421,True,0.89,0.25,0,0,0
1422,True,0.89,0.25,0,0,0
1423,True,0.89,0.25,0,0,0
1424,True,0.89,0.25,0,0,0
1425,True,0.89,0.25,0,0,0
1426,True,0.89,0.25,0,0,0
1427,True,0.89,0.25,0,0,0
1428,True,0.89,0.25,0,0,0
1429,False,0.89,0.25,1,1,1
1430,True,0.89,0.25,0,0,0
1431,True,0.89,0.25,0,0,0
1432,True,0.89,0.25,0,0,0
1433,True,0.89,0.25,0,0,0
1434,True,0.89,0.25,0,0,0
1435,True,0.89,0.25,0,0,0
1436,True,0.89,0.25,0,0,0
1437,True,0.89,0.25,0,0,0
1438,True,0.89,0.25,0,0,0
1439,True,0.89,0.25,0,0,0
1440,True,0.89,0.25,0,0,0
1441,True,0.89,0.25,0,0,0
1442,True,0.89,0.25,0,0,0
1443,True,0.89,0.25,0,0,0
1444,True,0.89,0.25,0,0,0
1445,False,0.89,0.25,1,1,1
1446,False,0.89,0.25,1,1,1
1447,True,0.89,0.25,0,0,0
1448,True,0.89,0.25,0,0,0
1449,True,0.89,0.25,0,0,0
1450,True,0.89,0.25,0,0,0
1451,True,0.89,0.25,0,0,0
1452,True,0.89,0.25,0,0,0
1453,True,0.89,0.25,0,0,0
1454,True,0.89,0.25,0,0,0
1455,True,0.89,0.25,0,0,0
1456,True,0.89,0.25,0,0,0
1457,False,0.89,0.25,1,1,1
1458,True,0.89,0.25,0,0,0
1459,True,0.89,0.25,0,0,0
1460,True,0.89,0.25,0,0,0
1461,True,0.89,0.25,0,0,0
1462,True,0.89,0.25,0,0,0
1463,False,0.89,0.25,1,1,1
1464,True,0.89,0.25,0,0,0
1465,False,0.89,0.25,1,1,1
1466,True,0.89,0.25,0,0,0
1467,True,0.89,0.25,0,0,0
1468,True,0.89,0.25,0,0,0
1469,True,0.89,0.25,0,0,0
1470,True,0.89,0.25,0,0,0
1471,True,0.89,0.25,0,0,0
1472,True,0.89,0.25,0,0,0
1473,True,0.89,0.25,0,0,0
1474,True,0.89,0.25,0,0,0
1475,True,0.89,0.25,0,0,0
1476,True,0.89,0.25,0,0,0
1477,True,0.89,0.25,0,0,0
1478,True,0.89,0.25,0,0,0
1479,True,0.89,0.25,0,0,0
1480,True,0.89,0.25,0,0,0
1481,True,0.89,0.25,0,0,0
1482,True,0.89,0.25,0,0,0
1483,True,0.89,0.25,0,0,0
1484,True,0.89,0.25,0,0,0
1485,True,0.89,0.25,0,0,0
1486,False,0.89,0.25,1,1,1
1487,True,0.89,0.25,0,0,0
1488,False,0.89,0.25,1,1,1
1489,True,0.89,0.25,0,0,0
1490,True,0.89,0.25,0,0,0
1491,True,0.89,0.25,0,0,0
1492,True,0.89,0.25,0,0,0
1493,True,0.89,0.25,0,0,0
1494,True,0.89,0.25,0,0,0
1495,True,0.89,0.25,0,0,0
1496,True,0.89,0.25,0,0,0
1497,True,0.89,0.25,0,0,0
1498,True,0.89,0.25,0,0,0
1499,True,0.89,0.25,0,0,0
1500,True,0.89,0.65,0,0,0
1501,True,0.89,0.65,0,0,0
1502,True,0.89,0.65,0,0,0
1503,True,0.89,0.65,0,0,0
1504,True,0.89,0.65,0,0,0
1505,True,0.89,0.65,0,0,0
1506,True,0.89,0.65,0,0,0
1507,True,0.89,0.65,0,0,0
1508,False,0.89,0.65,0,0,-1
1509,True,0.89,0.65,0,0,0
